11,95,Batik House MY,Boutique & studio promoting Malaysian batik artistry through handmade fashion and décor in Selangor.,"batik, fashion, handmade, selangor",Arts & Crafts,Selangor,Selangor,30,300,Daily,None,10:00  AM – 7:00  PM,013-939 6682,https://www.uaofficial.com/,15/1/2025,4.9,AD01,Null
12,201,Batik Wau Bulan (A Malaysian Heritage Kite) Making Workshop,Hands-on batik and kite-making workshop teaching participants to craft traditional Wau Bulan.,"wau bulan, batik, craft, workshop",Arts & Crafts,Melaka,"55, Jalan Kampung Pantai, Kampung Pantai, 75200 Melaka",0,50,Daily,None,11.00  AM - 8.00  PM,011-2177 6974,https://theweekendworkshop.com.my/malacca/product/batik-waubulan-heritagekite-workshop/,16/1/2025,4.6,AD01,Null
13,107,Bazar Kuih Tradisional Gong Kapas,"Popular local market offering a wide variety of traditional Terengganu kuih and snacks, especially in Gong Kapas area.","traditional food, bazar, culinary, terengganu",Food & Culinary,Terengganu,"Gong Kapas, Kuala Terengganu",3,50,Daily,None,12.00  PM – 7:00  PM,019-924 6767,https://wanderlog.com/place/details/6856302/bazar-kuih-tradisional-gong-kapas,17/1/2025,4.4,AD01,Null
14,5,BeadStory & Crafts,Handmade bead jewelry and Borneo accessories created by local artisans celebrating Sarawak’s indigenous craftsmanship. (facebook.com/beadstorycrafts),"beadwork, craft, borneo, handmade",Arts & Crafts,Sarawak,Kuching,15,180,Tue – Sun,Monday,10:00  AM – 6:00  PM,016-872 9932,https://www.facebook.com/beadstorycrafts,18/1/2025,4.7,AD01,Null
15,108,Bekang Tradisional Hujung Tanjung (Pok Weil),"Home-based business producing authentic bekang, a sweet delicacy made with coconut and flour; local favourite.","traditional food, dessert, local delicacy, terengganu",Food & Culinary,Terengganu,"Hujung Tanjung Village, Kuala Terengganu",3,8,Daily,Sunday,8.00  AM - 12.00  PM,010-833 3035,https://bekangtradisional.kiah.store/,19/1/2025,4.5,AD01,Null
16,213,Biking through Malay Countryside,"Cycling tour through plantations, orchards, and traditional Malay villages to explore hidden gems.","cycling, countryside, eco tourism",Nature & Eco,Penang,George Town,0,130,Upon Booking,Upon Booking,7.00  AM -10.15  AM,,https://www.airbnb.com/experiences/285231?location=Timur%20Laut&currentTab=experience_tab&federatedSearchId=cac57fef-22cf-49d5-94d1-cf82d98e24d0&searchId=0cfb8ac2-058f-4d16-b479-65394adb963b&sectionId=366d6daf-cfa8-40db-94ae-f2e5258f5dd9,20/1/2025,4.9,AD01,Null
17,143,Bonita and Beads Sarawak,"Bonita and Beads Sarawak celebrates the intricate art of Bornean beadwork through handcrafted accessories inspired by indigenous Dayak designs. Each piece reflects Sarawak’s cultural identity and craftsmanship, empowering local artisans and preserving traditional heritage through modern creative expression.","beads, craft, handmade, Dayak, heritage, arts, culture, Sarawak",Arts & Crafts,Sarawak,"111, Lor Demak Maju 1A, Demak Industrial Park, 93050 Kuching, Sarawak",15,312,Daily,Sunday,9.00  AM - 5.30  PM.,016-251 8757,https://www.facebook.com/khaniebonita/,21/1/2025,4.4,AD01,Null
18,218,Borneo Cultural Village,"A living museum that highlights Sabah’s diverse ethnic cultures, featuring traditional houses, performances, and local crafts.",culturalvillage tradition borneo,Culture & Heritage,Sabah,Papar,120,130,Daily,None,10.00 AM - 4.00 PM,010-293 3644,https://www.sabahtravel.com/attraction/borneo-cultural-village,22/1/2025,4.6,AD01,Null
19,87,Borneo Happy Farm,"Family-friendly agro-park with animal feeding, vegetable farms, and eco-education programs. (borneohappyfarm.com)","agropark, ecotourism, family, sarawak",Nature & Eco,Sarawak,Kuching,28,48,Tue – Sun,Monday,9:00  AM – 5:00  PM,016-879 1360,https://borneohappyfarm.com,23/1/2025,4.6,AD01,Null
20,223,Borneo Tree House,"An eco-retreat built in the trees, offering unique forest stays with guided treks, birdwatching, and nature exploration.",treehouse ecostay jungleexperience,Nature & Eco,Sabah,Kota Kinabalu,37,74,Daily,None,24 Hours,010-305 1406,https://www.facebook.com/borneotreehouseresort/,24/1/2025,3.9,AD01,Null
21,53,Bot Ronda Murah Tasik Santuari Hopping,Affordable boat tours exploring scenic lakes and natural sanctuaries in Perlis.,"eco tour, lake, perlis, nature",Nature & Eco,Perlis,Tasik Melati,15,40,Daily,Monday,9:00  AM – 5:00  PM,018-889 4421,https://www.facebook.com/TasikSantuariTour,25/1/2025,4.7,AD01,Null
22,110,Botanical Gardens Penang,"A lush tropical park established in 1884 with rainforest trails, orchids and picnic areas. Tour Travel World+3MyTrip Malaysia+3Wanderlog+3","nature, garden, eco, penang",Nature & Eco,Penang,George Town,0,0,Daily,None,5:00 AM–8:00 PM ,014-555 1234,Free entry; official page: botanicalgardens.penang.gov.my,26/1/2025,4.5,AD01,Null
23,191,Busana & Tanjak Pengiran,"A boutique producing traditional Malay attire such as Baju Layang, Baju Silat, Baju Sikap, and accessories like pending and samping.","traditional wear, busana melayu, tanjak",Culture & Heritage,Kedah,"No.1, Tingkat 2, Kompleks Pekan Selasa, Kuala Nerang, 06300 Kuala Nerang, Kedah",80,220,Daily,Thursday,10.00  AM - 4.30  PM,011-1307 0771,https://shopee.com.my/diayu71,27/1/2025,5,AD01,Null
24,56,Cameron Highlands Day Tour from Ipoh with Mossy Forest,"A guided day trip from Ipoh featuring the famous Mossy Forest, tea plantations, and local attractions in Cameron Highlands.","nature, tour, cameron highlands, eco",Nature & Eco,Pahang,Cameron Highlands,150,300,Daily,None,8:00  AM – 6:00  PM,017-889 4421,https://www.facebook.com/CameronEcoTour,28/1/2025,4.9,AD01,Null
25,32,Cencol Sagu Rumbia,"Homemade dessert made from sago palm, a local delicacy from Borneo.","dessert, traditional, sago, borneo",Food & Culinary,Negeri Sembilan,Seremban,15,35,Daily,None,10:00  AM – 6:00  PM,011-2345 8765,https://www.facebook.com/cencolsagurumbia,29/1/2025,4.7,AD01,Null
26,174,Cenderamata Kayu by Kayu Warisan,"Workshop crafting rustic wooden furniture and home décor including stools, tables, and ornaments. Custom orders accepted.","woodcraft, rustic furniture, handmade",Arts & Crafts,Johor,"Jln Sawah Baru, Kampung Leboh, 85300, Johor Darul Ta'zim",140,400,Daily,Saturday,8.00  AM - 5.00  PM,012-754 2897,https://www.facebook.com/kayuwarisan/?locale=ms_MY,30/1/2025,4.7,AD01,Null
27,155,Che Minah Songket,"Founded in 1940, Che Minah Songket continues the legacy of handmade songket weaving in Kota Bharu, Kelantan. The family business preserves traditional techniques passed down for generations.","songket, handwoven, heritage",Arts & Crafts,Kelantan,"350, Kg Penambang, 15350 Kota Bharu, Kelantan",200,1000,Daily,None,9.00  AM - 6.30 PM,013-927 1616,https://www.instagram.com/cikminahsongket/?hl=en,31/1/2025,4.4,AD01,Null
28,111,Chew Jetty,"A historic con­struction of stilt houses belonging to the Chew clan, part of Penang’s waterfront heritage.","heritage, culture, waterfront, penang",Culture & Heritage,Penang,George Town,0,0,Daily,None,9:00 AM–6:00 PM,016-222 3344,Visit the wooden boardwalk for sunset views.,1/2/2025,4.4,AD01,Null
29,119,Chillax Paddy Field Sunset Biking,Cycling tour through Balik Pulau’s paddy fields at sunset for scenic views and relaxation.,"cycling, nature, outdoor, penang",Nature & Eco,Penang,Balik Pulau,45,120,Daily,None,4:30 PM–7:30 PM,012-900 4450,Includes bike hire & guide.,2/2/2025,4.5,AD01,Null
30,54,Choley Kampung Warna Warni Kuala Perlis,"Colorful village attraction with vibrant murals, local food stalls, and seaside views.","village, tourism, perlis, culture",Nature & Eco,Perlis,Kuala Perlis,0,0,Daily,None,8:00  AM – 7:00  PM,011-909 2299,https://www.facebook.com/KampungWarnaWarni,3/2/2025,4.8,AD01,Null
31,64,Cozy Leisure Farm (Bertam Valley),"A leisure farm offering fruit-picking, mini zoo visits, and comfortable stays for family trips.","agro tourism, farm, family, cameron highlands",Nature & Eco,Pahang,Bertam Valley,20,60,Daily,None,9:00  AM – 5:00  PM,013-889 3344,https://www.facebook.com/CozyLeisureFarm,4/2/2025,4.7,AD01,Null
32,149,Cwoks Batik workshop,"Cwoks Batik Workshop is an art gallery and creative studio offering hands-on batik painting sessions starting from RM10. Open daily from 10am to 6pm, it provides visitors with an accessible and fun way to explore Malaysia’s traditional batik art.","batik, art workshop, handicraft, interactive experience, culture, creative activity, local art",Arts & Crafts,Kuala Lumpur,"Kompleks Kraf Kuala Lumpur, Jalan Conlay, Wilayah Persekutuan, 50450 Kuala Lumpur",10,50,Daily,None,10.00  AM - 6.00  PM,012-257 2344,https://www.instagram.com/cwoksbatikworkshop/?hl=en,5/2/2025,5,AD01,Null
33,79,Dapako Hill – Lingga Eco Tourism,"Hilltop attraction offering scenic views, hiking trails, and eco-accommodation near Kota Belud.","ecotourism, hiking, sabah, nature",Nature & Eco,Sabah,Kota Belud,5,60,Daily,None,8:00  AM – 6:00  PM,013-881 2251,https://www.facebook.com/dapakohill,6/2/2025,4.7,AD01,Null
34,209,Dapo Kueh by Norhayu Kitchen,Sells various types of traditional kuih muih and homemade dishes.,"kuih muih, homemade, dessert",Food & Culinary,Negeri Sembilan,"Pusat Perniagaan Taman Sri Serting Taman Sri Serting, Taman sri serting, 72120 Bandar Seri Jempol, Negeri Sembilan",1,20,Daily,Wednesday,11.30  AM - 6.30  PM.,013-365 5096,https://www.facebook.com/KuihKeriaGulaMelakaBSJ/,7/2/2025,4.5,AD01,Null
35,224,Darau Wetland Eco Tourism,"A wetland conservation and river cruise site featuring mangrove tours, birdwatching, and cultural demonstrations.",wetland rivercruise ecotourism,Nature & Eco,Sabah,Kota Kinabalu,30,150,Daily,None,8 AM – 6 PM,016-845 0426,https://evendo.com/locations/malaysia/kota-kinabalu/attraction/darau-wetland-eco-tourism,8/2/2025,4.8,AD01,Null
36,4,Dayak Bidayuh Traditional Costume,"Traditional attire of the Bidayuh people, featuring handwoven textiles and beadwork symbolizing their cultural heritage. (sarawaktourism.com)","costume, culture, heritage, dayak",Culture & Heritage,Sarawak,Siburan,150,400,Mon – Sat,Sunday,9:00  AM – 5:00  PM,011-358 2209,https://sarawaktourism.com/attraction/bidayuh-culture,9/2/2025,4.8,AD01,Null
37,141,Dev's Adventure Tour Sdn Bhd,"Eco-adventure tour operator in Langkawi providing nature-based activities like cycling, trekking, and mangrove exploration.","eco tour, adventure, langkawi, kedah",Nature & Eco,Kedah,Langkawi,6,20,Daily,None,8.00  AM - 7.00  PM,019-494 9193,https://www.facebook.com/DevsAdventureTours/,10/2/2025,4.7,AD01,Null
38,184,D'Impian Agro Farm,"An agro-tourism attraction in Muar featuring a mini zoo, flower garden, melon farm, glamping, and family-friendly facilities. Offers motivational and school visit packages.","agro tourism, family, farm, glamping",Nature & Eco,Johor,"234, Jalan Muar, Kampung Sungai Belukang, 83610 Muar, Johor Darul Ta'zim",10,15,Daily,,9.00 AM - 6.00  PM,011-1628 5534,https://dimpianagrofarm.com/,11/2/2025,4.3,AD01,Null
39,31,Dodol Warisan Hajah Tijah (Uncle D) Dodol Melaka,Famous dodol maker in Melaka preserving traditional cooking methods and flavors.,"dodol, traditional dessert, melaka",Food & Culinary,Melaka,Ayer Paabas,5,13,Daily,None,24 hours,012-671 7488,https://www.tiktok.com/@dodolwarisanhajahtijah/video/7479359746349337863,12/2/2025,5,AD01,Null
40,216,Dooran Dooran Orchard Tours,"Seasonal orchard visits and farm-to-table experiences in Raub, featuring durian tasting, orchard walks, and talks with local farmers about cultivation and seasonal cycles.","agritourism, durian, farm",Food & Culinary,Pahang,"Raub, Pahang",80,186,Seasonally,Seasonally,9 am - 6 pm,018-361 4531,https://www.doorandooran.com/,13/2/2025,5,AD01,Null
41,179,Eco Tourism Kampung Sungai Melayu,"Community-run eco-tourism business offering mangrove tours, wildlife viewing, and marine product sales.","ecotourism, mangrove, community-based",Nature & Eco,Johor,"eside Asam pedas (berdekatan klinik desa, Jalan Kampung Sungai Melayu, Kampung Sungai Melayu, 79503 Iskandar Puteri, Johor",0,35,Daily,None,9.00  AM - 4.00  PM,011-6779 6693,https://www.facebook.com/people/Eco-Pelancongan-Kg-Sg-Melayu-Johor-Baharu/61563288885795/?mibextid=ZbWKwL,14/2/2025,4.5,AD01,Null
42,225,Eko-Pelancongan Kg. Kolosunan,"A community-based eco-tourism village promoting local culture, waterfall hikes, and homestay experiences.",communitybasedtourism ecovillage sabah,Nature & Eco,Sabah,Inanam,50,200,Daily,None,7 AM – 5 PM,016-307 9795,https://www.facebook.com/KolosunanEcotourism/,15/2/2025,4.9,AD01,Null
43,45,Experience Mountain Village Life 3D2N Tour,"A unique experience in a Bidayuh village situated in the mountains. Spend time here with a trek waterfall, join the locals in a blowpipe game, immerse in cultural activities, or just gaze at the beautiful sunrise.","mountain, indigenous, eco",Nature & Eco,Sarawak,"Kuching, Sarawak",880,1350,Upon Booking,Upon Booking,Upon Booking,011-1584 1448,https://mybackyardtour.com/experience-mountain-village-life/,16/2/2025,0,AD01,Null
44,15,Explore Kampung Baru with a Local,Discover Kampung Baru’s culture and cuisine with a knowledgeable local guide.,"kampung baru, heritage, tour, food",Culture & Heritage,Kuala Lumpur,Kuala Lumpur,0,155,Daily,None,5.00  PM - 8.00  PM,,https://www.airbnb.com/experiences/157841,17/2/2025,4.9,AD01,Null
45,14,Explore the Origin of Kuala Lumpur with a Local,"Walking tour through KL’s historical sites, exploring stories behind its origin.","kuala lumpur, walking tour, history, culture",Culture & Heritage,Kuala Lumpur,Kuala Lumpur,0,70,Daily,None,5.00  PM - 7.30  PM,,https://www.airbnb.com/experiences/283497,18/2/2025,4.9,AD01,Null
46,105,Fatimah Songket Terengganu,Boutique selling handmade traditional songket fabric with intricate gold/silver thread; located in Kuala Terengganu. my67747-fatimah-songket-terengganu.contact.page+1,"songket, weaving, handicraft, terengganu",Arts & Crafts,Terengganu,Kuala Terengganu,150,3000,Daily,Fri,9:30  AM – 6:00  PM,09-631 4749,http://fatimahsongketterengganu.blogspot.com BizMalay,19/2/2025,4.8,AD01,Null
47,71,Festival Lentera Putrajaya,"Lantern-themed festival featuring light displays, performances, and family-friendly attractions.","festival, lantern, night event, putrajaya",Festivals & Performances,Putrajaya,Putrajaya,0,10,Annual Event,None,7:00  PM – 11:00  PM,011-1200 3345,https://www.facebook.com/FestivalLenteraPutrajaya,20/2/2025,4.9,AD01,Null
48,159,Festival Wayang Wong 2025,"A Javanese theater festival in Johor blending dance, music, and drama celebrating traditional heritage.","festival, performing arts, heritage",Festivals & Performances,Johor,"Keraton Mbah Anang, Muar Johor",0,0,18 -19 October,None,8.00 pm - 11.00 pm,013-679 3242,https://www.facebook.com/PJPBM/,21/2/2025,3.8,AD01,Null
49,130,Floating Market Sri Tanjung Tumpat,A lively floating market where local vendors sell traditional Kelantanese food and crafts from boats.,"market, culture, local food, kelantan",Festivals & Performances,Kelantan,Tumpat,1,2,"Friday, Saturday",Sunday - Thursday,8  AM - 5.00  PM,012-988 9696,https://www.facebook.com/sritanjungislandresort/?locale=ms_MY,22/2/2025,4.4,AD01,Null
50,171,Fusion Wayang Kulit Gallery,Fusion Wayang Kulit is a  team that is invested in reviving this traditional wayang kulit / shadow puppet art by merging it with the digital/multimedia realm. We provide services such as: customize puppet design and performance,"culture, arts, performance",Festivals & Performances,Kuala Lumpur,"GM-3-29, 3rd floor, GMBB KL, 3rd floor, No, 2, Jalan Robertson, Kuala Lumpur, Malaysia",90,180,Daily,None,11 am - 8 pm,fusionwayangkulit@gmail.com,https://www.fusionwayangkulit.com/,23/2/2025,5,AD01,Null
51,144,Galeri Tekatan Benang Emas,"Galeri Tekatan Benang Emas in Perak showcases the traditional Malay embroidery art of gold thread stitching. Visitors can admire exquisite handcrafted textiles and learn how artisans preserve this intricate heritage craft, blending elegance, tradition, and cultural pride.","embroidery, gold thread, craft, heritage, arts, handmade, culture, Perak",Arts & Crafts,Perak,"33000, 73, Kampung Padang Changkat, Bukit Chandan, 33000 Kuala Kangsar, Perak",0,3,Daily,Sunday,10.00  AM - 5.00  PM,,https://www.facebook.com/hajjahazizahyusof/?locale=ms_MY,24/2/2025,5,AD01,Null
52,153,Galeri Tenun Pahang,"A gallery displaying and selling authentic Tenun Pahang sarongs, shawls, and garments while promoting the region’s traditional weaving legacy.","tenunpahang, textiles, handcrafted",Arts & Crafts,Pahang,Kuantan,100,1000,Daily,Sunday,9 AM – 5 PM,-5177955,https://www.facebook.com/galeritenunpahang,25/2/2025,4.7,AD01,Null
53,160,Galeri Terompah Mastor,"Galeri Terompah Mastor specializes in handcrafted wooden clogs with seven unique designs in vibrant colors, inspired by Javanese classics. Producing over a thousand pairs monthly, the gallery serves both local and international customers seeking traditional yet stylish footwear.","footwear, crafts, wooden",Arts & Crafts,Johor,"Kg. Parit Hassan, Simpang Renggam, Kluang, Johor",98,600,Daily,Saturday,8.30 am - 5.30 pm,6018-7649193,https://www.facebook.com/tourismjohor/posts/galeri-terompah-mastor-galeri-yang-terdiri-dari-pelbagai-bentuk-dan-warna-teromp/3250473928378879/,26/2/2025,4,AD01,Null
54,192,Galeri Wau Pak Sapie and Sons,A local art and craft shop specializing in traditional Malay kites and handmade crafts.,"wau, craft, heritage, culture",Arts & Crafts,Kelantan,"Galeri Wau Pak Sapie, Jalan Pantai Cahaya Bulan, 15350 Kota Bharu, Kelantan",0,20,Daily,None,9.00  AM - 3.00  PM,0 13-395 4207,https://www.facebook.com/galeriwau/,27/2/2025,4.3,AD01,Null
55,123,Gani Famous Pasembur,Popular stall at Gurney Drive for authentic pasembur with wide seafood selection.,"pasembur, local food, hawker, penang",Food & Culinary,Penang,Gurney Drive,7,15,Daily,None,12:00 PM–10:00 PM,019-221 3344,Family-run.,28/2/2025,4.6,AD01,Null
56,48,Hami EcoFarm,"Eco farm in Perak offering agricultural tours, organic produce, and hands-on farming experiences.","eco farm, agriculture, nature, perak",Nature & Eco,Perak,Batu Gajah,15,60,Daily,None,9:00  AM – 5:00  PM,011-1062 9023,https://www.facebook.com/HamiEcoFarm,1/3/2025,4.8,AD01,Null
57,75,Handicraft Market,"Popular market at Kota Kinabalu Waterfront selling Sabah pearls, woven crafts, and local souvenirs.","market, handicraft, sabah, tourism",Arts & Crafts,Sabah,Kota Kinabalu,5,500,Daily,None,8:00  AM – 7:00  PM,088-212 121,https://sabahtourism.com/destination/handicraft-market,2/3/2025,4.6,AD01,Null
58,39,Hayat Creative Craft,Workshop producing decorative crafts from recycled materials and wood.,"creative, craft, recycled, handmade",Arts & Crafts,Perak,Taiping,10,80,Daily,None,9:30  AM – 5:30  PM,017-440 2290,https://www.facebook.com/HayatCreativeCraft,3/3/2025,4.6,AD01,Null
59,189,Herbal Nasuha,Malaysia’s largest herbal plantation with restaurants serving herbal cuisine and products.,"herbs, agro tourism, wellness",Nature & Eco,Johor,"Jalan Muar, 84500 Muar, Johor Darul Ta'zim",1,20,Daily,None,10.30 a;m - 5.00  PM,018-768 1000,https://www.facebook.com/NasuhaHerbsRestaurant/,4/3/2025,4.2,AD01,Null
60,28,Historical Malacca Day Tour from Kuala Lumpur (Private Tour),Full-day private guided tour exploring Malacca’s historical landmarks and cuisine.,"malacca, tour, heritage, history",Culture & Heritage,Melaka,Jonker Walk,0,378.46,Daily,None,8.00  AM - 6.00  PM,-,https://www.tripadvisor.com.my/AttractionProductReview-g298570-d21122798-Historical_Malacca_Day_Tour_from_Kuala_Lumpur_Private_Tour-Kuala_Lumpur_Wilayah_Pe.html,5/3/2025,4.8,AD01,Null
61,214,"Historical, Heritage & Cultural Walks George Town","Explore Penang’s UNESCO-listed George Town through guided heritage walks that highlight its multicultural history, street art, and colonial landmarks. Perfect for history lovers and photographers.","heritage, guided tour, walking tour, Penang",Culture & Heritage,Penang,George Town,20,50,Daily,None,2.00  PM - 7.00  PM,,https://www.tripadvisor.com.my/Attraction_Review-g298303-d10821538-Reviews-George_Town_Heritage_Walks_Penang-George_Town_Penang_Island_Penang.html,6/3/2025,4.8,AD01,Null
62,62,Hola Campsite Cameron Highlands,Family-friendly campsite with BBQ facilities and scenic spots ideal for outdoor lovers.,"camping, family, cameron highlands, outdoor",Nature & Eco,Pahang,Cameron Highlands,70,150,Daily,None,2:00  PM – 12:00  PM,019-773 1221,https://www.facebook.com/HolaCampsite,7/3/2025,4.8,AD01,Null
63,193,Homemade Coklat Nise,"Traditional Kelantanese handmade chocolate candy by Puan Roziah Hussein, known as Coklat Nise.","traditional sweet, handmade, Kelantan",Food & Culinary,Kelantan,Kelantan,6.5,10,Daily,None,24 hours,,https://shopee.com.my/Gula-Gula-Manisan-Gula-Melaka-Coklat-Nisan-Homemade-(40pcs)-i.14693110.6778937015?stm_medium=referral&stm_source=rw&uls_trackid=84935a39a3b4,8/3/2025,4.9,AD01,Null
64,199,Homemade Kuih Bakar Melaka Semabok,"Traditional homemade kuih bakar from Melaka, baked to golden perfection.","kuih bakar, traditional food, Melaka",Food & Culinary,Melaka,"kedai kuih bakar semabok, no3, Lebuh AMJ, Kampung Ladang, 75050 Melaka",1,20,Daily,None,10.00  AM - 6.00 PM,012-215 2625,https://www.instagram.com/kuihbakarhomemade/?hl=en,9/3/2025,4.5,AD01,Null
65,21,Homestay Water Village Patau-Patau 2,"Traditional stilt village showcasing Labuan’s heritage, culture, and lifestyle on water.","heritage, culture, labuan, village",Nature & Eco,Labuan,Kampung Patau-Patau,60,75,Daily,None,10.00  AM - 9.00  PM,016-842 4981,pulaulabuan.com/homestay-kampung-air-patau-patau-2/,10/3/2025,4.3,AD01,Null
66,100,Hunter Boat Service,Private boat charters and fishing trips around islands and coasts of Terengganu for tourists and anglers.,"boat service, fishing, island tour, terengganu",Nature & Eco,Terengganu,Terengganu Coast,80,100,Daily,None,24 hours, 019-919 9306,https://www.instagram.com/hunter_boat_service/?hl=en,11/3/2025,4.6,AD01,Null
67,198,Ikan Bilis Sabarang Sungai Enterprise,"A local seafood supplier near Bebuluh Water Village, showcasing life in Labuan’s floating communities.","seafood, local product, Labuan",Nature & Eco,Labuan,"Bebuloh laut, Bl 0045A, Kampung Bebuloh Laut, 87000 Labuan, Labuan Federal Territory",0,0,Daily,Friday,8.00  AM - 5.00  PM,012-8311849,,12/3/2025,5,AD01,Null
68,1,Ilham Ceramic Studio,"Ilham Seramik Studio showcases ceramic-making, from clay shaping to finishing touches. Visitors can join workshops to craft their own pieces, reflecting Langkawi’s cultural heritage and authentic craftsmanship.","ceramic, crafts, pottery",Arts & Crafts,Kedah,"Ilham Ceramic Studio, Kampung Bendang Baru, 07000 Kuah, Langkawi, Kedah",8,518,Daily,Friday,9 am - 5 pm,013-599 4022,https://www.instagram.com/ilham_ceramic/?hl=en,13/3/2025,4.8,AD01,Null
69,147,Jadi Batek - Batik fashion gifts wholesaler retailer,"Jadi Batek is one of the largest batik centers in Kuala Lumpur, offering daily tours where visitors can watch batik-making, meet local artists, and learn the stories behind each creation. Guests can also join hands-on workshops to create their own batik pieces and shop for a wide range of handcrafted batik products and Malaysian souvenirs. It’s a one-stop destination for experiencing the beauty of Malaysian art and culture.","batik, handicraft, workshop, heritage, culture, art, souvenir, Kuala Lumpur, tour",Arts & Crafts,Kuala Lumpur,"30, Jalan Inai, Imbi, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",16,100,Daily,None,9.00  AM - 5.30  PM.,03-2145 1133,https://jadibatek.com/,14/3/2025,4.6,AD01,Null
